question_id,question_type,orig_target,hypernym,neg1,neg2,neg3,neg4
135359,existAttrC,truck,vehicle,small boat,radio,knife,absorbent material
19417744,existAttrC,hat,hat,wristband,sponge,cage,countertop
19417744,existAttrC,hat,headgear,pad,sign,stick,mud
19417744,existAttrC,hat,covering,dog,bird,pie,fork
12366077,existAttrC,horse,horse,kettle,fan,scarf,notepad
12366077,existAttrC,horse,equine,soil,protective garment,jeep,artwork
12366077,existAttrC,horse,mammal,artwork,headband,dish,structure
12366077,existAttrC,horse,vertebrate,percussion instrument,domestic fowl,cow,broom
12366077,existAttrC,horse,animal,root vegetable,bunny,bowl,shoe
12366078,existAttrC,horse,horse,blanket,jet,tent,sofa
12366078,existAttrC,horse,equine,alcohol,bridge,jet,small boat
12366078,existAttrC,horse,mammal,phone,jet,wristband,vegetable
12366078,existAttrC,horse,vertebrate,strip,toilet,newspaper,structure
12366078,existAttrC,horse,animal,sheet metal,receptacle,baseball equipment,breakfast food
12366093,existAttrC,horse,horse,surfboard,crosswalk,bathtub,brush
12366093,existAttrC,horse,equine,vehicle,urinal,sidewalk,broccoli
12366093,existAttrC,horse,mammal,plant,absorbent material,seat,bush
12366093,existAttrC,horse,vertebrate,motor vehicle,animal food,person,bench
12366093,existAttrC,horse,animal,breakfast food,partition,vehicle,broccoli
7308585,existAttrC,clock,clock,orange,backpack,notebook,pole
7308585,existAttrC,clock,instrument,access,rabbit,container,stick
7308585,existAttrC,clock,device,stalk,blanket,sweatshirt,cookie
7308598,existAttrC,clock,clock,basket,car,stove,laptop
7308598,existAttrC,clock,instrument,source of illumination,blanket,table,sheet
7308598,existAttrC,clock,device,top,motor vehicle,tablecloth,ornament
6146328,existAttrC,cat,cat,sweatshirt,dispenser,sculpture,towel
6146328,existAttrC,cat,feline,sink,branch,ship,banana
6146328,existAttrC,cat,mammal,crosswalk,sail,branch,lid
6146328,existAttrC,cat,vertebrate,footwear,bicycle,covering,book
6146328,existAttrC,cat,animal,hand tool,bunny,vest,jacket
6146329,existAttrC,cat,cat,cup,heater,foil,curtain
6146329,existAttrC,cat,feline,ring,musical instrument,cap,domestic fowl
6146329,existAttrC,cat,mammal,train,tabletop,water,food
6146329,existAttrC,cat,vertebrate,hay,train,fish,woman's clothing
6146329,existAttrC,cat,animal,ship,way,food,boat
15615606,existAttrC,table,table,refrigerator,bird,dispenser,ornament
15615606,existAttrC,table,furniture,beard,locomotive,water vehicle,bathtub
15615607,existAttrC,table,table,couch,radio,taxi,station
15615607,existAttrC,table,furniture,building,oven,basket,bush
8743355,existAttrC,fork,fork,chair,notebook,purse,mask
8743355,existAttrC,fork,cutlery,tube,robe,planter,appliance
8743356,existAttrC,fork,fork,canoe,branch,shoe,cake
8743356,existAttrC,fork,cutlery,mammal,beard,foil,toy
101035708,existAttrC,hat,hat,bench,chicken,sink,bracelet
101035708,existAttrC,hat,headgear,lamp,sweatshirt,carrot,chair
101035708,existAttrC,hat,covering,cabin,vehicle,sweet,cutlery
101035709,existAttrC,hat,hat,bunny,purse,piano,pouch
101035709,existAttrC,hat,headgear,branch,ornament,work surface,bat
101035709,existAttrC,hat,covering,sink,bed,poster,dish
81022808,existAttrC,cake,cake,card,luggage,jacket,mud
81022808,existAttrC,cake,baked good,carrot,dairy product,apple,cookie
81022808,existAttrC,cake,food,pitcher,horizontal surface,bench,photographic equipment
4198151,existAttrC,hat,hat,refrigerator,poster,cabin,stove
4198151,existAttrC,hat,headgear,feed,kitchen,urinal,swimsuit
4198151,existAttrC,hat,covering,fixture,wheeled vehicle,surfboard,cart
4198166,existAttrC,hat,hat,shoe,suit,table,curtain
4198166,existAttrC,hat,headgear,jar,chair,blind,tabletop
4198166,existAttrC,hat,covering,bathtub,countertop,box,shoe
4198167,existAttrC,hat,hat,couch,apron,pole,jacket
4198167,existAttrC,hat,headgear,person,structure,comforter,floor
4198167,existAttrC,hat,covering,tabletop,garment,woman's clothing,strip
4197467,existAttrC,oven,oven,watch,donut,shoe,hose
4197467,existAttrC,oven,kitchen appliance,kitchen,stove,spoon,countertop
4197467,existAttrC,oven,home appliance,table linen,piano,dumpster,bedroom furniture
4197467,existAttrC,oven,appliance,shelter,purse,covering,band
4273779,existAttrC,dog,dog,cow,poster,locomotive,bridge
4273779,existAttrC,dog,canine,bike,sofa,cheese,light fixture
4273779,existAttrC,dog,mammal,stove,airport,luggage,donut
4273779,existAttrC,dog,vertebrate,top,burner,blender,doorway
4273779,existAttrC,dog,animal,ornament,electrical device,wall,cake
16647746,existAttrC,phone,phone,poster,bridge,bird,suit
16647746,existAttrC,phone,electronic device,structure,instrument,brush,notepad
16647746,existAttrC,phone,device,dairy product,store,access,ornament
313900,existAttrC,hat,hat,pond,bear,cup,tie
313900,existAttrC,hat,headgear,drawer,dispenser,train,strip
313900,existAttrC,hat,covering,bowl,device,trash,backpack
313972,existAttrC,baseball,baseball,bag,card,vest,helmet
313972,existAttrC,baseball,game,suitcase,fork,carriage,strawberry
313973,existAttrC,baseball,baseball,bracelet,cabinet,lettuce,dispenser
313973,existAttrC,baseball,game,small boat,plant,couch,bookshelf
91001870,existAttrC,bear,bear,chicken,lamp,tent,clock
91001870,existAttrC,bear,mammal,baked good,fixture,comforter,box
91001870,existAttrC,bear,vertebrate,bench,kettle,jet,cheese
91001870,existAttrC,bear,animal,antenna,bun,cow,snowboard
91001871,existAttrC,bear,bear,frog,parrot,curtain,comforter
91001871,existAttrC,bear,mammal,pen,airplane,pipe,cart
91001871,existAttrC,bear,vertebrate,phone,covering,woody plant,entrance
91001871,existAttrC,bear,animal,cow,dock,flower arrangement,airport
18577874,existAttrC,train,train,counter,flower,locomotive,toothbrush
18577874,existAttrC,train,vehicle,cheese,kitchen,computer,fireplace
18577875,existAttrC,train,train,card,drawer,bus,glass
18577875,existAttrC,train,vehicle,linen,bottle,hose,planter
9107677,existAttrC,racket,racket,cabinet,lamp,desk,bridge
9107677,existAttrC,racket,sports equipment,dock,headband,partition,sidewalk
9107677,existAttrC,racket,equipment,bus,tie,car,bookshelf
9107700,existAttrC,racket,racket,counter,seagull,bear,ocean
9107700,existAttrC,racket,sports equipment,bear,bedroom furniture,cucumber,feed
9107700,existAttrC,racket,equipment,feline,pan,doll,jersey
9107702,existAttrC,racket,racket,microwave,cake,train,knife
9107702,existAttrC,racket,sports equipment,bun,plumbing fixture,bed,stringed instrument
9107702,existAttrC,racket,equipment,food,fan,radio,saucer
7295539,existAttrC,cow,cow,skateboard,cheese,notepad,planter
7295539,existAttrC,cow,cattle,dishwasher,gravel,hair,sidewalk
7295539,existAttrC,cow,mammal,jacket,sweet,paddle,photographic equipment
7295539,existAttrC,cow,vertebrate,necklace,spoon,photographic equipment,produce
7295539,existAttrC,cow,animal,cap,bunny,robe,mixer
12826824,existAttrC,bat,bat,giraffe,bowl,jeep,seat
12826824,existAttrC,bat,club,fence,case,bridge,toothbrush
12826824,existAttrC,bat,stick,hose,body of water,vase,house
6595215,existAttrC,skateboard,skateboard,wetsuit,aircraft,zebra,coat
6595215,existAttrC,skateboard,board,shelf,pad,doorway,microwave
1062987,existAttrC,coat,coat,van,sand,racket,parrot
1062987,existAttrC,coat,garment,wheeled vehicle,bell,doorway,furniture
1062987,existAttrC,coat,clothing,scarf,poster,bear,suit
4367832,existAttrC,dog,dog,collar,cooker,helmet,fruit
4367832,existAttrC,dog,canine,suitcase,pan,sink,television
4367832,existAttrC,dog,mammal,collar,candle,plant,platform
4367832,existAttrC,dog,vertebrate,locomotive,zebra,paddle,rod
4367832,existAttrC,dog,animal,banana,jewelry,dishwasher,surface
4367833,existAttrC,dog,dog,bear,microwave,oven,pastry
4367833,existAttrC,dog,canine,strawberry,dishwasher,napkin,cabin
4367833,existAttrC,dog,mammal,kitchen,newspaper,antenna,goat
4367833,existAttrC,dog,vertebrate,airplane,equipment,wetsuit,breakfast food
4367833,existAttrC,dog,animal,keyboard instrument,antenna,wall,protective garment
4367834,existAttrC,dog,dog,soup,mud,microwave,path
4367834,existAttrC,dog,canine,sculpture,bread,airplane,jacket
4367834,existAttrC,dog,mammal,plant,vase,kitten,camera
4367834,existAttrC,dog,vertebrate,feline,comforter,pipe,bucket
4367834,existAttrC,dog,animal,chair,rock,shelf,animal food
16389069,existAttrC,bed,bed,pipe,racket,piano,mud
16389069,existAttrC,bed,bedroom furniture,newspaper,strawberry,small boat,electrical device
16389069,existAttrC,bed,furniture,coffee,ornament,clock,band
7940206,existAttrC,zebra,zebra,sail,cow,coat,poster
7940206,existAttrC,zebra,equine,poster,fish,table linen,candle
7940206,existAttrC,zebra,mammal,mask,shelter,citrus fruit,frisbee
7940206,existAttrC,zebra,vertebrate,beer,pitcher,toothbrush,woody plant
7940206,existAttrC,zebra,animal,flatware,donut,cabinet,racket
2932802,existAttrC,bench,bench,curtain,necklace,tea,giraffe
2932802,existAttrC,bench,seat,bus,bowl,aircraft,room
2932802,existAttrC,bench,furniture,entrance,bag,soap,necklace
11413776,existAttrC,wetsuit,wetsuit,paddle,cage,carriage,can
11413776,existAttrC,wetsuit,garment,bun,access,electronic device,foil
11413776,existAttrC,wetsuit,clothing,equipment,phone,bottle,water vehicle
74699,existAttrC,hat,hat,platform,frisbee,ring,juice
74699,existAttrC,hat,headgear,headband,box,way,dispenser
74699,existAttrC,hat,covering,paper,bus,broom,shirt
16160468,existAttrC,bench,bench,lettuce,bird,racket,foil
16160468,existAttrC,bench,seat,table linen,fan,fish,suit
16160468,existAttrC,bench,furniture,foil,protective garment,strip,succulent
16159124,existAttrC,helmet,helmet,coffee,patio,giraffe,trash
16159124,existAttrC,helmet,headgear,platform,hallway,earring,entrance
16159124,existAttrC,helmet,covering,drawer,wagon,alcohol,trash
11445802,existAttrC,train,train,napkin,bell,horse,bed
11445802,existAttrC,train,vehicle,collar,curtain,lid,fork
11445898,existAttrC,bench,bench,horse,frog,bracelet,ball
11445898,existAttrC,bench,seat,toy,glass,hose,snowboard
11445898,existAttrC,bench,furniture,structure,towel,napkin,flatware
14795836,existAttrC,sheep,sheep,fruit,graffiti,pan,spoon
14795836,existAttrC,sheep,mammal,bag,aircraft,bun,furniture
14795836,existAttrC,sheep,vertebrate,sandwich,ship,heating element,musical instrument
14795836,existAttrC,sheep,animal,way,poster,seat,lid
14795837,existAttrC,sheep,sheep,blender,clock,pipe,juice
14795837,existAttrC,sheep,mammal,electronic device,sand,crowd,shirt
14795837,existAttrC,sheep,vertebrate,jar,kitten,pen,chicken
14795837,existAttrC,sheep,animal,fireplace,sweet,sofa,orange
3238712,existAttrC,bird,bird,station,kettle,cart,skirt
3238712,existAttrC,bird,vertebrate,writing device,patio,sheet metal,equipment
3238712,existAttrC,bird,animal,seat,shelter,bowl,broom
1229892,existAttrC,giraffe,giraffe,boat,dish,tablecloth,keyboard
1229892,existAttrC,giraffe,mammal,lettuce,building,tube,tray
1229892,existAttrC,giraffe,vertebrate,photographic equipment,chandelier,saucer,cookie
1229892,existAttrC,giraffe,animal,partition,graffiti,laptop,paper
15989701,existAttrC,truck,truck,sculpture,sauce,vase,audience
15989701,existAttrC,truck,motor vehicle,toiletry,garnish,surfboard,laptop
15989701,existAttrC,truck,wheeled vehicle,gravel,hand tool,computer,sea
15989701,existAttrC,truck,vehicle,basket,aircraft,pan,watch
15989726,existAttrC,truck,truck,toilet,earring,branch,boot
15989726,existAttrC,truck,motor vehicle,structure,home appliance,napkin,bathtub
15989726,existAttrC,truck,wheeled vehicle,table linen,plumbing fixture,shoe,tabletop
15989726,existAttrC,truck,vehicle,bathtub,plumbing fixture,glass,knife
8410212,existAttrC,boat,boat,fork,refrigerator,sail,counter
8410212,existAttrC,boat,water vehicle,bird,garment,vessel,motor vehicle
8410212,existAttrC,boat,vehicle,piano,towel,equipment,dumpster
265194,existAttrC,zebra,zebra,cabin,coffee,suitcase,urinal
265194,existAttrC,zebra,equine,card,comforter,musical instrument,brush
265194,existAttrC,zebra,mammal,milk,camera,robe,parrot
265194,existAttrC,zebra,vertebrate,cattle,fireplace,fixture,artwork
265194,existAttrC,zebra,animal,tablecloth,hallway,water,pole
549596,existAttrC,dog,dog,sweatshirt,chocolate,seagull,tie
549596,existAttrC,dog,canine,spoon,purse,antenna,broom
549596,existAttrC,dog,mammal,suitcase,tableware,dish,path
549596,existAttrC,dog,vertebrate,plumbing fixture,orange,swimsuit,hair
549596,existAttrC,dog,animal,placemat,bush,toiletry,snowboard
4537108,existAttrC,giraffe,giraffe,lettuce,pole,bunny,dumpster
4537108,existAttrC,giraffe,mammal,car,book,fruit,blanket
4537108,existAttrC,giraffe,vertebrate,collar,feed,countertop,jet
4537108,existAttrC,giraffe,animal,notepad,horse,blanket,horizontal surface
4537109,existAttrC,giraffe,giraffe,chocolate,blender,zebra,water
4537109,existAttrC,giraffe,mammal,sand,neckwear,branch,house
4537109,existAttrC,giraffe,vertebrate,bag,store,personal computer,home appliance
4537109,existAttrC,giraffe,animal,tissue,kitchen utensil,bush,light fixture
4536298,existAttrC,bird,bird,flower,tomato,floor,pavement
4536298,existAttrC,bird,vertebrate,top,partition,produce,brush
4536298,existAttrC,bird,animal,breakfast food,elephant,tool,piece of cloth
4536300,existAttrC,bird,bird,towel,donut,sidewalk,branch
4536300,existAttrC,bird,vertebrate,absorbent material,structure,lid,feed
4536300,existAttrC,bird,animal,broccoli,bus,hay,person
11318078,existAttrC,bat,bat,oven,frog,sculpture,sauce
11318078,existAttrC,bat,club,planter,headband,spoon,van
11318078,existAttrC,bat,stick,bucket,footwear,baked good,headband
61055666,existAttrC,clock,clock,cereal,strawberry,shoe,cap
61055666,existAttrC,clock,instrument,kitchen,glove,writing device,tray
61055666,existAttrC,clock,device,notepad,group,enclosure,mammal
16791435,existAttrC,cow,cow,apron,package,drawer,artwork
16791435,existAttrC,cow,cattle,package,bookshelf,suit,alcohol
16791435,existAttrC,cow,mammal,fireplace,bear,branch,bull
16791435,existAttrC,cow,vertebrate,strip,sheep,vessel,bedroom furniture
16791435,existAttrC,cow,animal,sea,skirt,jewelry,sink
14522567,existAttrC,helmet,helmet,suit,carrot,spoon,bowl
14522567,existAttrC,helmet,headgear,cheese,beard,pan,room
14522567,existAttrC,helmet,covering,water vehicle,flatware,counter,vegetable
14522614,existAttrC,skateboard,skateboard,drum,coat,fan,uniform
14522614,existAttrC,skateboard,board,robe,computer,tissue,bird
14522707,existAttrC,towel,towel,sculpture,lake,pavement,purse
14522707,existAttrC,towel,piece of cloth,chair,strip,skirt,curtain
14522707,existAttrC,towel,clothing,work surface,helmet,kettle,suitcase
2653675,existAttrC,hat,hat,aircraft,backpack,tower,platform
2653675,existAttrC,hat,headgear,milk,thermometer,platform,seagull
2653675,existAttrC,hat,covering,enclosure,frisbee,bird of prey,photographic equipment
2653676,existAttrC,hat,hat,trash,counter,drawer,surfboard
2653676,existAttrC,hat,headgear,decoration,counter,animal skin,fruit
2653676,existAttrC,hat,covering,cupboard,bookshelf,basket,jersey
2653677,existAttrC,hat,hat,cheese,pot,oven,racket
2653677,existAttrC,hat,headgear,sweater,sweet,personal computer,station
2653677,existAttrC,hat,covering,package,tablecloth,amphibian,can
906885,existAttrC,snowboard,snowboard,motorcycle,cup,mask,sauce
906885,existAttrC,snowboard,board,couch,knife,crosswalk,swimsuit
8955010,existAttrC,cat,cat,glove,pot,vase,bedspread
8955010,existAttrC,cat,feline,towel,bedroom furniture,hoop,tie
8955010,existAttrC,cat,mammal,camera,sausage,picture,bathtub
8955010,existAttrC,cat,vertebrate,placemat,newspaper,device,enclosure
8955010,existAttrC,cat,animal,sheet,domestic fowl,basket,vehicle
17933621,existAttrC,boat,boat,pen,frisbee,saucer,branch
17933621,existAttrC,boat,water vehicle,jar,body of water,glass,electronic device
17933621,existAttrC,boat,vehicle,mammal,banana,child,knife
17933622,existAttrC,boat,boat,watch,house,glaze,bathtub
17933622,existAttrC,boat,water vehicle,bird,jewelry,covering,decoration
17933622,existAttrC,boat,vehicle,skirt,giraffe,can,chandelier
5319379,existAttrC,giraffe,giraffe,bull,girl,sheep,zebra
5319379,existAttrC,giraffe,mammal,domestic fowl,equine,elephant,bird
5319379,existAttrC,giraffe,vertebrate,girl,cattle,elephant,bird
5319379,existAttrC,giraffe,animal,cow,equine,zebra,feline
10321214,existAttrC,table,table,notebook,package,blind,suit
10321214,existAttrC,table,furniture,placemat,paper,room,tire
11655171,existAttrC,bike,bike,bed,toilet,tie,skateboard
11655171,existAttrC,bike,motor vehicle,camera,corridor,plant,blouse
11655171,existAttrC,bike,wheeled vehicle,home appliance,baseball,bracelet,protective covering
11655171,existAttrC,bike,vehicle,giraffe,oven,dish,curtain
11655172,existAttrC,bike,bike,locomotive,sculpture,cockpit,pot
11655172,existAttrC,bike,motor vehicle,basket,feed,writing device,baggage
11655172,existAttrC,bike,wheeled vehicle,bunny,chair,toothbrush,dispenser
11655172,existAttrC,bike,vehicle,succulent,placemat,seat,ornament
13810604,existAttrC,train,train,tie,cupboard,bicycle,countertop
13810604,existAttrC,train,vehicle,bowl,tire,desk,baggage
16758330,existAttrC,sand,sand,lid,sidewalk,floor,girl
16758330,existAttrC,sand,soil,way,vegetable,elephant,sheep
16758330,existAttrC,sand,earth,sponge,container,girl,towel
16757708,existAttrC,bat,bat,clock,mask,platform,doorway
16757708,existAttrC,bat,club,cart,vertebrate,garment,burner
16757708,existAttrC,bat,stick,protective covering,structure,path,pastry
16757871,existAttrC,sand,sand,dock,bathroom,highway,television
16757871,existAttrC,sand,soil,jet,towel,airplane,tray
16757871,existAttrC,sand,earth,oven,strip,cathedral,clock
16757872,existAttrC,sand,sand,couch,ring,uniform,keyboard
16757872,existAttrC,sand,soil,wagon,furniture,canine,antelope
16757872,existAttrC,sand,earth,clock,entrance,scarf,sculpture
8700347,existAttrC,wetsuit,wetsuit,soup,bull,snowboard,sculpture
8700347,existAttrC,wetsuit,garment,seat,tabletop,spoon,cage
8700347,existAttrC,wetsuit,clothing,covering,appliance,truck,tool
10153717,existAttrC,table,table,drawer,collar,lamp,bedspread
10153717,existAttrC,table,furniture,refrigerator,bedspread,pipe,house
91048898,existAttrC,bat,bat,burner,dress,elephant,sink
91048898,existAttrC,bat,club,bowl,bush,chocolate,canine
91048898,existAttrC,bat,stick,pavement,cactus,patio,fence
91048918,existAttrC,bat,bat,jet,pan,counter,comforter
91048918,existAttrC,bat,club,ball,cooker,pot,paved surface
91048918,existAttrC,bat,stick,musical instrument,walk,luggage,sculpture
91048919,existAttrC,bat,bat,refrigerator,pen,blind,glass
91048919,existAttrC,bat,club,neckwear,stove,tie,branch
91048919,existAttrC,bat,stick,collar,bridge,ball,pavement
1606299,existAttrC,surfboard,surfboard,burger,planter,bush,tablecloth
1606299,existAttrC,surfboard,board,device,drawer,food,pipe
1606300,existAttrC,surfboard,surfboard,napkin,comforter,bench,doll
1606300,existAttrC,surfboard,board,writing device,wall,shoe,athlete
12656091,existAttrC,bird,bird,table,bedspread,patio,pond
12656091,existAttrC,bird,vertebrate,bag,ornament,cart,toothbrush
12656091,existAttrC,bird,animal,absorbent material,tube,sign,cabin
14223446,existAttrC,table,table,pole,toilet,surfboard,fence
14223446,existAttrC,table,furniture,water vehicle,device,countertop,scarf
14223447,existAttrC,table,table,canoe,countertop,zebra,banana
14223447,existAttrC,table,furniture,sweatshirt,cookie,bush,cutlery
14223504,existAttrC,keyboard,keyboard,pizza,eagle,branch,kitchen
14223504,existAttrC,keyboard,electronic device,counter,tool,box,brush
14223504,existAttrC,keyboard,device,woman's clothing,decoration,bread,surface
8117042,existAttrC,wetsuit,wetsuit,laptop,necklace,toilet,planter
8117042,existAttrC,wetsuit,garment,paved surface,mixer,sponge,brush
8117042,existAttrC,wetsuit,clothing,alcohol,shirt,jar,wool
9844258,existAttrC,bat,bat,tray,cup,tent,donut
9844258,existAttrC,bat,club,glove,utensil,mask,bottle
9844258,existAttrC,bat,stick,cutlery,bedspread,bell,clothing
16758059,existAttrC,sand,sand,zebra,oven,curtain,can
16758059,existAttrC,sand,soil,seagull,countertop,sail,partition
16758059,existAttrC,sand,earth,antenna,motorcycle,bicycle,neckwear
10838760,existAttrC,bag,bag,sink,baby,fence,knife
10838760,existAttrC,bag,container,platform,road,blender,crown
1452026,existAttrC,wetsuit,wetsuit,blind,sponge,purse,tablecloth
1452026,existAttrC,wetsuit,garment,monitor,tent,meat,toiletry
1452026,existAttrC,wetsuit,clothing,keyboard,boot,mask,countertop
2885015,existAttrC,airplane,airplane,broom,sweatshirt,baseball,bus
2885015,existAttrC,airplane,aircraft,topping,necklace,garnish,bench
2885015,existAttrC,airplane,vehicle,feline,helmet,sauce,dispenser
13460203,existAttrC,television,television,robe,refrigerator,countertop,motorcycle
13460203,existAttrC,television,electronic device,furniture,table,cabinet,brush
13460203,existAttrC,television,device,bush,appliance,clothing,dishwasher
17913555,existAttrC,table,table,necklace,bed,floor,pen
17913555,existAttrC,table,furniture,path,comforter,ring,giraffe
19929767,existAttrC,fork,fork,backpack,soap,sink,oil
19929767,existAttrC,fork,cutlery,blender,wool,furniture,cattle
6409925,existAttrC,cow,cow,headband,bottle,tissue,antenna
6409925,existAttrC,cow,cattle,pole,placemat,piece of cloth,curtain
6409925,existAttrC,cow,mammal,glove,kettle,aircraft,guitar
6409925,existAttrC,cow,vertebrate,pole,plant,giraffe,bedroom
6409925,existAttrC,cow,animal,kitchen,tableware,donut,picture
6409926,existAttrC,cow,cow,wristband,bus,sailboat,package
6409926,existAttrC,cow,cattle,laptop,apron,tool,frisbee
6409926,existAttrC,cow,mammal,train,decoration,bathroom,notepad
6409926,existAttrC,cow,vertebrate,absorbent material,sea,saucer,countertop
6409926,existAttrC,cow,animal,sponge,breakfast food,shirt,soil
19467718,existAttrC,elephant,elephant,desk,cow,flower,bull
19467718,existAttrC,elephant,mammal,bedding,lamp,water vehicle,acoustic device
19467718,existAttrC,elephant,vertebrate,tissue,store,spear,shelter
19467718,existAttrC,elephant,animal,shirt,orange,wine,chicken
19467719,existAttrC,elephant,elephant,ball,planter,vest,bun
19467719,existAttrC,elephant,mammal,shelter,chicken,ball,blender
19467719,existAttrC,elephant,vertebrate,canoe,refrigerator,cabinet,tissue
19467719,existAttrC,elephant,animal,garnish,acoustic device,pavement,swimsuit
1890241,existAttrC,boat,boat,cheese,sheep,airport,orange
1890241,existAttrC,boat,water vehicle,suit,tube,dispenser,surfboard
1890241,existAttrC,boat,vehicle,wool,wristband,clock,topping
9760849,existAttrC,fence,fence,shoe,notebook,path,cake
9760849,existAttrC,fence,barrier,piano,bouquet,bush,car
9760849,existAttrC,fence,structure,piece of cloth,brush,baked good,package
17596659,existAttrC,train,train,snowboard,couch,stove,burger
17596659,existAttrC,train,vehicle,instrument,mammal,wetsuit,glass
17596660,existAttrC,train,train,floor,tablecloth,clock,tissue
17596660,existAttrC,train,vehicle,cutlery,pen,sweater,artwork
1528261,existAttrC,bike,bike,tower,spoon,pavement,robe
1528261,existAttrC,bike,motor vehicle,dispenser,device,box,cleaning tool
1528261,existAttrC,bike,wheeled vehicle,stringed instrument,access,heating element,curtain
1528261,existAttrC,bike,vehicle,musical instrument,alcohol,artwork,frisbee
1528262,existAttrC,bike,bike,branch,tent,saucer,car
1528262,existAttrC,bike,motor vehicle,cart,helmet,plant,van
1528262,existAttrC,bike,wheeled vehicle,sports equipment,alcohol,suit,collar
1528262,existAttrC,bike,vehicle,roadway,box,waste,pavement
13773589,existAttrC,clock,clock,juice,banana,platform,audience
13773589,existAttrC,clock,instrument,entrance,fireplace,silverware,apron
13773589,existAttrC,clock,device,kitchen utensil,wall,kettle,orange
13514995,existAttrC,cow,cow,bicycle,bridge,canoe,dish
13514995,existAttrC,cow,cattle,television,bedroom furniture,enclosure,seat
13514995,existAttrC,cow,mammal,orange,enclosure,pole,cupboard
13514995,existAttrC,cow,vertebrate,wheeled vehicle,bicycle,bike,personal computer
13514995,existAttrC,cow,animal,device,canine,cabinet,feline
13515079,existAttrC,cow,cow,curtain,cup,jersey,counter
13515079,existAttrC,cow,cattle,book,shirt,sign,suitcase
13515079,existAttrC,cow,mammal,toothbrush,brush,neckwear,bicycle
13515079,existAttrC,cow,vertebrate,ball,sail,ornament,uniform
13515079,existAttrC,cow,animal,woman's clothing,room,shirt,train
13515236,existAttrC,surfboard,surfboard,truck,pipe,bookshelf,jeep
13515236,existAttrC,surfboard,board,vehicle,domestic fowl,countertop,bottle
13515290,existAttrC,wetsuit,wetsuit,skirt,antenna,zebra,pot
13515290,existAttrC,wetsuit,garment,package,facility,platform,sofa
13515290,existAttrC,wetsuit,clothing,dairy product,tableware,bench,surface
285019,existAttrC,surfboard,surfboard,saucer,bench,monitor,sailboat
285019,existAttrC,surfboard,board,glove,jar,beer,dispenser
285088,existAttrC,wetsuit,wetsuit,bench,counter,helmet,station
285088,existAttrC,wetsuit,garment,picture,glaze,purse,protective covering
285088,existAttrC,wetsuit,clothing,collar,sofa,spoon,cap
15974571,existAttrC,racket,racket,purse,dispenser,sink,pouch
15974571,existAttrC,racket,sports equipment,pad,rock,orange,cake
15974571,existAttrC,racket,equipment,coat,hose,sweater,plumbing fixture
15974572,existAttrC,racket,racket,basket,liquid,dish,watch
15974572,existAttrC,racket,sports equipment,paddle,train,store,hose
15974572,existAttrC,racket,equipment,fruit,backpack,apple,blouse
2785144,existAttrC,surfboard,surfboard,sofa,truck,tire,store
2785144,existAttrC,surfboard,board,tablecloth,mixer,napkin,shelter
2785167,existAttrC,sand,sand,bathtub,floor,zebra,bus
2785167,existAttrC,sand,soil,bread,branch,vertebrate,vegetable
2785167,existAttrC,sand,earth,surface,fixture,produce,vertebrate
17876827,existAttrC,train,train,chicken,horse,blender,ship
17876827,existAttrC,train,vehicle,hand tool,footwear,artwork,stove
8389527,existAttrC,train,train,card,bedspread,sand,couch
8389527,existAttrC,train,vehicle,strip,bracelet,dress,horse
697154,existAttrC,hat,hat,wine,cucumber,sink,baseball
697154,existAttrC,hat,headgear,bucket,curtain,watch,wall
697154,existAttrC,hat,covering,platform,condiment,headband,bat
697155,existAttrC,hat,hat,blouse,couch,bench,toilet
697155,existAttrC,hat,headgear,hand tool,comforter,glaze,wine
697155,existAttrC,hat,covering,helmet,rabbit,van,baseball
697156,existAttrC,hat,hat,lamp,monitor,crown,tent
697156,existAttrC,hat,headgear,flower,bat,counter,toothbrush
697156,existAttrC,hat,covering,plumbing fixture,bucket,guitar,fruit
17719506,existAttrC,bike,bike,train,bed,branch,goat
17719506,existAttrC,bike,motor vehicle,pan,baked good,necklace,bedspread
17719506,existAttrC,bike,wheeled vehicle,skateboard,keyboard,citrus fruit,drum
17719506,existAttrC,bike,vehicle,tableware,crown,animal skin,headgear
17719529,existAttrC,bike,bike,bathtub,shoe,girl,sheep
17719529,existAttrC,bike,motor vehicle,strip,spoon,facility,people
17719529,existAttrC,bike,wheeled vehicle,couch,kettle,bucket,room
17719529,existAttrC,bike,vehicle,elephant,canine,television,electronic device
8758122,existAttrC,elephant,elephant,spatula,bell,cabin,strawberry
8758122,existAttrC,elephant,mammal,paddle,motorcycle,donut,fan
8758122,existAttrC,elephant,vertebrate,shirt,earring,cup,skateboard
8758122,existAttrC,elephant,animal,platform,suitcase,bunny,water vehicle
8758144,existAttrC,elephant,elephant,poster,radio,baby,bag
8758144,existAttrC,elephant,mammal,shirt,artwork,cup,body of water
8758144,existAttrC,elephant,vertebrate,tent,shirt,lemon,wine
8758144,existAttrC,elephant,animal,pot,chair,flower,cup
1862080,existAttrC,zebra,zebra,racket,saucer,bench,piano
1862080,existAttrC,zebra,equine,waste,fish,equipment,footwear
1862080,existAttrC,zebra,mammal,bike,cheese,feed,soap
1862080,existAttrC,zebra,vertebrate,cutlery,meat,swimsuit,book
1862080,existAttrC,zebra,animal,tablecloth,coffee,earring,goat
