idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
6371,air pump,tool,plant,air pumps are a type of tool,air pumps are a type of plant
6372,air pump,tool,furniture,air pumps are a type of tool,air pumps are a type of furniture
6373,owl,animal,accessory,owls are a type of animal,owls are a type of accessory
6374,owl,animal,auto part,owls are a type of animal,owls are a type of auto part
6375,owl,animal,kitchen equipment,owls are a type of animal,owls are a type of kitchen equipment
6376,owl,animal,water vehicle,owls are a type of animal,owls are a type of water vehicle
6377,owl,bird,food,owls are a type of bird,owls are a type of food
6378,owl,bird,kitchen equipment,owls are a type of bird,owls are a type of kitchen equipment
6379,owl,bird,tool,owls are a type of bird,owls are a type of tool
6380,owl,bird,seafood,owls are a type of bird,owls are a type of seafood
6381,cup,container,furniture,cups are a type of container,cups are a type of furniture
6382,cup,container,food,cups are a type of container,cups are a type of food
6383,cup,container,tool,cups are a type of container,cups are a type of tool
6384,cup,container,candy,cups are a type of container,cups are a type of candy
6385,needle,tool,garden tool,needles are a type of tool,needles are a type of garden tool
6386,needle,tool,footwear,needles are a type of tool,needles are a type of footwear
6387,needle,tool,kitchen equipment,needles are a type of tool,needles are a type of kitchen equipment
6388,needle,tool,school supply,needles are a type of tool,needles are a type of school supply
6389,car seat,auto part,footwear,car seats are a type of auto part,car seats are a type of footwear
6390,car seat,auto part,vehicle,car seats are a type of auto part,car seats are a type of vehicle
6391,car seat,auto part,kitchen equipment,car seats are a type of auto part,car seats are a type of kitchen equipment
6392,car seat,auto part,water vehicle,car seats are a type of auto part,car seats are a type of water vehicle
6393,apple tree,plant,footwear,apple trees are a type of plant,apple trees are a type of footwear
6394,apple tree,plant,outerwear,apple trees are a type of plant,apple trees are a type of outerwear
6395,apple tree,plant,drink,apple trees are a type of plant,apple trees are a type of drink
6396,apple tree,plant,food,apple trees are a type of plant,apple trees are a type of food
6397,quad,vehicle,school supply,quads are a type of vehicle,quads are a type of school supply
6398,quad,vehicle,candy,quads are a type of vehicle,quads are a type of candy
6399,quad,vehicle,jewelry,quads are a type of vehicle,quads are a type of jewelry
6400,quad,vehicle,outerwear,quads are a type of vehicle,quads are a type of outerwear
6401,hose,garden tool,weapon,hoses are a type of garden tool,hoses are a type of weapon
6402,hose,garden tool,insect,hoses are a type of garden tool,hoses are a type of insect
6403,hose,garden tool,office supply,hoses are a type of garden tool,hoses are a type of office supply
6404,hose,garden tool,drink,hoses are a type of garden tool,hoses are a type of drink
6405,hose,tool,container,hoses are a type of tool,hoses are a type of container
6406,hose,tool,vegetable,hoses are a type of tool,hoses are a type of vegetable
6407,hose,tool,home decor,hoses are a type of tool,hoses are a type of home decor
6408,hose,tool,toy,hoses are a type of tool,hoses are a type of toy
6409,firetruck,vehicle,auto part,firetrucks are a type of vehicle,firetrucks are a type of auto part
6410,firetruck,vehicle,electronic device,firetrucks are a type of vehicle,firetrucks are a type of electronic device
6411,firetruck,vehicle,dessert,firetrucks are a type of vehicle,firetrucks are a type of dessert
6412,firetruck,vehicle,garden tool,firetrucks are a type of vehicle,firetrucks are a type of garden tool
6413,flip-flop,footwear,jewelry,flip-flops are a type of footwear,flip-flops are a type of jewelry
6414,flip-flop,footwear,vehicle,flip-flops are a type of footwear,flip-flops are a type of vehicle
6415,flip-flop,footwear,weapon,flip-flops are a type of footwear,flip-flops are a type of weapon
6416,flip-flop,footwear,sea animal,flip-flops are a type of footwear,flip-flops are a type of sea animal
6417,flip-flop,clothing,seafood,flip-flops are a type of clothing,flip-flops are a type of seafood
6418,flip-flop,clothing,water vehicle,flip-flops are a type of clothing,flip-flops are a type of water vehicle
6419,flip-flop,clothing,auto part,flip-flops are a type of clothing,flip-flops are a type of auto part
6420,flip-flop,clothing,outerwear,flip-flops are a type of clothing,flip-flops are a type of outerwear
6421,orange,food,dessert,oranges are a type of food,oranges are a type of dessert
6422,orange,food,women's clothing,oranges are a type of food,oranges are a type of women's clothes
6423,orange,food,water vehicle,oranges are a type of food,oranges are a type of water vehicle
6424,orange,food,animal,oranges are a type of food,oranges are a type of animal
6425,orange,fruit,bird,oranges are a type of fruit,oranges are a type of bird
6426,orange,fruit,fastener,oranges are a type of fruit,oranges are a type of fastener
6427,orange,fruit,auto part,oranges are a type of fruit,oranges are a type of auto part
6428,orange,fruit,furniture,oranges are a type of fruit,oranges are a type of furniture
6429,tumbleweed,plant,vegetable,tumbleweeds are a type of plant,tumbleweeds are a type of vegetable
6430,tumbleweed,plant,jewelry,tumbleweeds are a type of plant,tumbleweeds are a type of jewelry
6431,tumbleweed,plant,garden tool,tumbleweeds are a type of plant,tumbleweeds are a type of garden tool
6432,tumbleweed,plant,bird,tumbleweeds are a type of plant,tumbleweeds are a type of bird
6433,ant,animal,game,ants are a type of animal,ants are a type of game
6434,ant,animal,kitchen equipment,ants are a type of animal,ants are a type of kitchen equipment
6435,ant,animal,seafood,ants are a type of animal,ants are a type of seafood
6436,ant,animal,toy,ants are a type of animal,ants are a type of toy
6437,ant,insect,toy,ants are a type of insect,ants are a type of toy
6438,ant,insect,tool,ants are a type of insect,ants are a type of tool
6439,ant,insect,footwear,ants are a type of insect,ants are a type of footwear
6440,ant,insect,water vehicle,ants are a type of insect,ants are a type of water vehicle
6441,bandage,medical equipment,mammal,bandages are a type of medical equipment,bandages are a type of mammal
6442,bandage,medical equipment,food,bandages are a type of medical equipment,bandages are a type of food
6443,bandage,medical equipment,sea animal,bandages are a type of medical equipment,bandages are a type of sea animal
6444,bandage,medical equipment,vehicle,bandages are a type of medical equipment,bandages are a type of vehicle
6445,shark,seafood,fruit,sharks are a type of seafood,sharks are a type of fruit
6446,shark,seafood,bird,sharks are a type of seafood,sharks are a type of bird
6447,shark,seafood,footwear,sharks are a type of seafood,sharks are a type of footwear
6448,shark,seafood,food,sharks are a type of seafood,sharks are a type of food
6449,shark,animal,fastener,sharks are a type of animal,sharks are a type of fastener
6450,shark,animal,condiment,sharks are a type of animal,sharks are a type of condiment
6451,shark,animal,vehicle,sharks are a type of animal,sharks are a type of vehicle
6452,shark,animal,outerwear,sharks are a type of animal,sharks are a type of outerwear
6453,shark,sea animal,food,sharks are a type of sea animal,sharks are a type of food
6454,shark,sea animal,water vehicle,sharks are a type of sea animal,sharks are a type of water vehicle
6455,shark,sea animal,kitchen tool,sharks are a type of sea animal,sharks are a type of kitchen tool
6456,shark,sea animal,jewelry,sharks are a type of sea animal,sharks are a type of jewelry
6457,mint,food,auto part,mint is a type of food,mint is a type of auto part
6458,mint,food,drink,mint is a type of food,mint is a type of drink
6459,mint,food,mammal,mint is a type of food,mint is a type of mammal
6460,mint,food,dessert,mint is a type of food,mint is a type of dessert
6461,mint,plant,school supply,mint is a type of plant,mint is a type of school supply
6462,mint,plant,sea animal,mint is a type of plant,mint is a type of sea animal
6463,mint,plant,animal,mint is a type of plant,mint is a type of animal
6464,mint,plant,medical equipment,mint is a type of plant,mint is a type of medical equipment
6465,matchbox,container,women's clothing,matchboxes are a type of container,matchboxes are a type of women's clothes
6466,matchbox,container,dessert,matchboxes are a type of container,matchboxes are a type of dessert
6467,matchbox,container,protective clothing,matchboxes are a type of container,matchboxes are a type of protective clothing
6468,matchbox,container,plant,matchboxes are a type of container,matchboxes are a type of plant
6469,corsage,accessory,fastener,corsages are a type of accessory,corsages are a type of fastener
6470,corsage,accessory,furniture,corsages are a type of accessory,corsages are a type of furniture
6471,corsage,accessory,women's clothing,corsages are a type of accessory,corsages are a type of women's clothes
6472,corsage,accessory,toiletry,corsages are a type of accessory,corsages are a type of toiletry
6473,camper,vehicle,mammal,campers are a type of vehicle,campers are a type of mammal
6474,camper,vehicle,women's clothing,campers are a type of vehicle,campers are a type of women's clothes
6475,camper,vehicle,condiment,campers are a type of vehicle,campers are a type of condiment
6476,camper,vehicle,candy,campers are a type of vehicle,campers are a type of candy
6477,elephant,animal,plant,elephants are a type of animal,elephants are a type of plant
6478,elephant,animal,auto part,elephants are a type of animal,elephants are a type of auto part
6479,elephant,animal,kitchen equipment,elephants are a type of animal,elephants are a type of kitchen equipment
6480,elephant,animal,dessert,elephants are a type of animal,elephants are a type of dessert
6481,elephant,mammal,drink,elephants are a type of mammal,elephants are a type of drink
6482,elephant,mammal,vegetable,elephants are a type of mammal,elephants are a type of vegetable
6483,elephant,mammal,office supply,elephants are a type of mammal,elephants are a type of office supply
6484,elephant,mammal,fastener,elephants are a type of mammal,elephants are a type of fastener
6485,remote control,electronic device,water vehicle,remote controls are a type of electronic device,remote controls are a type of water vehicle
6486,remote control,electronic device,insect,remote controls are a type of electronic device,remote controls are a type of insect
6487,remote control,electronic device,mammal,remote controls are a type of electronic device,remote controls are a type of mammal
6488,remote control,electronic device,condiment,remote controls are a type of electronic device,remote controls are a type of condiment
6489,backscratcher,tool,garden tool,backscratchers are a type of tool,backscratchers are a type of garden tool
6490,backscratcher,tool,container,backscratchers are a type of tool,backscratchers are a type of container
6491,backscratcher,tool,musical instrument,backscratchers are a type of tool,backscratchers are a type of musical instrument
6492,backscratcher,tool,home decor,backscratchers are a type of tool,backscratchers are a type of home decor
6493,grain,food,plant,grains are a type of food,grains are a type of plant
6494,grain,food,drink,grains are a type of food,grains are a type of drink
6495,grain,food,toy,grains are a type of food,grains are a type of toy
6496,grain,food,animal,grains are a type of food,grains are a type of animal
6497,pudding,dessert,kitchen tool,pudding is a type of dessert,pudding is a type of kitchen tool
6498,pudding,dessert,fastener,pudding is a type of dessert,pudding is a type of fastener
6499,pudding,dessert,electronic device,pudding is a type of dessert,pudding is a type of electronic device
6500,pudding,dessert,animal,pudding is a type of dessert,pudding is a type of animal
6501,pudding,food,mammal,pudding is a type of food,pudding is a type of mammal
6502,pudding,food,vegetable,pudding is a type of food,pudding is a type of vegetable
6503,pudding,food,fruit,pudding is a type of food,pudding is a type of fruit
6504,pudding,food,vehicle,pudding is a type of food,pudding is a type of vehicle
6505,hotdog,food,medical equipment,hotdogs are a type of food,hotdogs are a type of medical equipment
6506,hotdog,food,toiletry,hotdogs are a type of food,hotdogs are a type of toiletry
6507,hotdog,food,clothing,hotdogs are a type of food,hotdogs are a type of clothing
6508,hotdog,food,fastener,hotdogs are a type of food,hotdogs are a type of fastener
6509,sifter,kitchen tool,vehicle,sifters are a type of kitchen tool,sifters are a type of vehicle
6510,sifter,kitchen tool,footwear,sifters are a type of kitchen tool,sifters are a type of footwear
6511,sifter,kitchen tool,office supply,sifters are a type of kitchen tool,sifters are a type of office supply
6512,sifter,kitchen tool,women's clothing,sifters are a type of kitchen tool,sifters are a type of women's clothes
6513,jeep,vehicle,seafood,jeeps are a type of vehicle,jeeps are a type of seafood
6514,jeep,vehicle,garden tool,jeeps are a type of vehicle,jeeps are a type of garden tool
6515,jeep,vehicle,condiment,jeeps are a type of vehicle,jeeps are a type of condiment
6516,jeep,vehicle,fastener,jeeps are a type of vehicle,jeeps are a type of fastener
6517,thermos,container,plant,thermoses are a type of container,thermoses are a type of plant
6518,thermos,container,drink,thermoses are a type of container,thermoses are a type of drink
6519,thermos,container,jewelry,thermoses are a type of container,thermoses are a type of jewelry
6520,thermos,container,outerwear,thermoses are a type of container,thermoses are a type of outerwear
6521,pitcher,container,bird,pitchers are a type of container,pitchers are a type of bird
6522,pitcher,container,electronic device,pitchers are a type of container,pitchers are a type of electronic device
6523,pitcher,container,garden tool,pitchers are a type of container,pitchers are a type of garden tool
6524,pitcher,container,mammal,pitchers are a type of container,pitchers are a type of mammal
6525,kitten,animal,tool,kittens are a type of animal,kittens are a type of tool
6526,kitten,animal,seafood,kittens are a type of animal,kittens are a type of seafood
6527,kitten,animal,office supply,kittens are a type of animal,kittens are a type of office supply
6528,kitten,animal,food,kittens are a type of animal,kittens are a type of food
6529,kitten,mammal,garden tool,kittens are a type of mammal,kittens are a type of garden tool
6530,kitten,mammal,women's clothing,kittens are a type of mammal,kittens are a type of women's clothes
6531,kitten,mammal,fastener,kittens are a type of mammal,kittens are a type of fastener
6532,kitten,mammal,dessert,kittens are a type of mammal,kittens are a type of dessert
6533,wheat,food,office supply,wheat is a type of food,wheat is a type of office supply
6534,wheat,food,outerwear,wheat is a type of food,wheat is a type of outerwear
6535,wheat,food,water vehicle,wheat is a type of food,wheat is a type of water vehicle
6536,wheat,food,fruit,wheat is a type of food,wheat is a type of fruit
6537,humvee,vehicle,office supply,humvees are a type of vehicle,humvees are a type of office supply
6538,humvee,vehicle,container,humvees are a type of vehicle,humvees are a type of container
6539,humvee,vehicle,drink,humvees are a type of vehicle,humvees are a type of drink
6540,humvee,vehicle,protective clothing,humvees are a type of vehicle,humvees are a type of protective clothing
6541,toilet paper,toiletry,tool,toilet paper is a type of toiletry,toilet paper is a type of tool
6542,toilet paper,toiletry,water vehicle,toilet paper is a type of toiletry,toilet paper is a type of water vehicle
6543,toilet paper,toiletry,livestock,toilet paper is a type of toiletry,toilet paper is a type of livestock
6544,toilet paper,toiletry,furniture,toilet paper is a type of toiletry,toilet paper is a type of furniture
6545,subway,vehicle,dessert,subways are a type of vehicle,subways are a type of dessert
6546,subway,vehicle,musical instrument,subways are a type of vehicle,subways are a type of musical instrument
6547,subway,vehicle,kitchen tool,subways are a type of vehicle,subways are a type of kitchen tool
6548,subway,vehicle,food,subways are a type of vehicle,subways are a type of food
6549,lollipop,candy,tool,lollipops are a type of candy,lollipops are a type of tool
6550,lollipop,candy,electronic device,lollipops are a type of candy,lollipops are a type of electronic device
6551,lollipop,candy,kitchen tool,lollipops are a type of candy,lollipops are a type of kitchen tool
6552,lollipop,candy,bird,lollipops are a type of candy,lollipops are a type of bird
6553,lollipop,food,office supply,lollipops are a type of food,lollipops are a type of office supply
6554,lollipop,food,bird,lollipops are a type of food,lollipops are a type of bird
6555,lollipop,food,vegetable,lollipops are a type of food,lollipops are a type of vegetable
6556,lollipop,food,condiment,lollipops are a type of food,lollipops are a type of condiment
6557,rickshaw,vehicle,musical instrument,rickshaws are a type of vehicle,rickshaws are a type of musical instrument
6558,rickshaw,vehicle,dessert,rickshaws are a type of vehicle,rickshaws are a type of dessert
6559,rickshaw,vehicle,toiletry,rickshaws are a type of vehicle,rickshaws are a type of toiletry
6560,rickshaw,vehicle,jewelry,rickshaws are a type of vehicle,rickshaws are a type of jewelry
6561,coil,tool,electronic device,coils are a type of tool,coils are a type of electronic device
6562,coil,tool,vehicle,coils are a type of tool,coils are a type of vehicle
6563,coil,tool,women's clothing,coils are a type of tool,coils are a type of women's clothes
6564,coil,tool,footwear,coils are a type of tool,coils are a type of footwear
6565,flyswatter,tool,insect,flyswatters are a type of tool,flyswatters are a type of insect
6566,flyswatter,tool,school supply,flyswatters are a type of tool,flyswatters are a type of school supply
6567,flyswatter,tool,drink,flyswatters are a type of tool,flyswatters are a type of drink
6568,flyswatter,tool,sea animal,flyswatters are a type of tool,flyswatters are a type of sea animal
6569,pencil sharpener,tool,clothing,pencil sharpeners are a type of tool,pencil sharpeners are a type of clothing
6570,pencil sharpener,tool,livestock,pencil sharpeners are a type of tool,pencil sharpeners are a type of livestock
6571,pencil sharpener,tool,medical equipment,pencil sharpeners are a type of tool,pencil sharpeners are a type of medical equipment
6572,pencil sharpener,tool,toiletry,pencil sharpeners are a type of tool,pencil sharpeners are a type of toiletry
6573,pencil sharpener,office supply,headwear,pencil sharpeners are a type of office supply,pencil sharpeners are a type of headwear
6574,pencil sharpener,office supply,toiletry,pencil sharpeners are a type of office supply,pencil sharpeners are a type of toiletry
6575,pencil sharpener,office supply,protective clothing,pencil sharpeners are a type of office supply,pencil sharpeners are a type of protective clothing
6576,pencil sharpener,office supply,animal,pencil sharpeners are a type of office supply,pencil sharpeners are a type of animal
6577,pencil sharpener,school supply,furniture,pencil sharpeners are a type of school supply,pencil sharpeners are a type of furniture
6578,pencil sharpener,school supply,sea animal,pencil sharpeners are a type of school supply,pencil sharpeners are a type of sea animal
6579,pencil sharpener,school supply,accessory,pencil sharpeners are a type of school supply,pencil sharpeners are a type of accessory
6580,pencil sharpener,school supply,kitchen equipment,pencil sharpeners are a type of school supply,pencil sharpeners are a type of kitchen equipment
6581,jumpsuit,outerwear,garden tool,jumpsuits are a type of outerwear,jumpsuits are a type of garden tool
6582,jumpsuit,outerwear,vegetable,jumpsuits are a type of outerwear,jumpsuits are a type of vegetable
6583,jumpsuit,outerwear,drink,jumpsuits are a type of outerwear,jumpsuits are a type of drink
6584,jumpsuit,outerwear,kitchen tool,jumpsuits are a type of outerwear,jumpsuits are a type of kitchen tool
6585,jumpsuit,clothing,sea animal,jumpsuits are a type of clothing,jumpsuits are a type of sea animal
6586,jumpsuit,clothing,insect,jumpsuits are a type of clothing,jumpsuits are a type of insect
6587,jumpsuit,clothing,food,jumpsuits are a type of clothing,jumpsuits are a type of food
6588,jumpsuit,clothing,headwear,jumpsuits are a type of clothing,jumpsuits are a type of headwear
6589,pepper mill,kitchen tool,mammal,pepper mills are a type of kitchen tool,pepper mills are a type of mammal
6590,pepper mill,kitchen tool,drink,pepper mills are a type of kitchen tool,pepper mills are a type of drink
6591,pepper mill,kitchen tool,garden tool,pepper mills are a type of kitchen tool,pepper mills are a type of garden tool
6592,pepper mill,kitchen tool,plant,pepper mills are a type of kitchen tool,pepper mills are a type of plant
6593,nutcracker,kitchen tool,clothing,nutcrackers are a type of kitchen tool,nutcrackers are a type of clothing
6594,nutcracker,kitchen tool,weapon,nutcrackers are a type of kitchen tool,nutcrackers are a type of weapon
6595,nutcracker,kitchen tool,mammal,nutcrackers are a type of kitchen tool,nutcrackers are a type of mammal
6596,nutcracker,kitchen tool,vehicle,nutcrackers are a type of kitchen tool,nutcrackers are a type of vehicle
6597,nutcracker,tool,animal,nutcrackers are a type of tool,nutcrackers are a type of animal
6598,nutcracker,tool,plant,nutcrackers are a type of tool,nutcrackers are a type of plant
6599,nutcracker,tool,sea animal,nutcrackers are a type of tool,nutcrackers are a type of sea animal
6600,nutcracker,tool,vegetable,nutcrackers are a type of tool,nutcrackers are a type of vegetable
6601,place mat,home decor,livestock,place mats are a type of home decor,place mats are a type of livestock
6602,place mat,home decor,accessory,place mats are a type of home decor,place mats are a type of accessory
6603,place mat,home decor,vegetable,place mats are a type of home decor,place mats are a type of vegetable
6604,place mat,home decor,dessert,place mats are a type of home decor,place mats are a type of dessert
6605,hawk,animal,vegetable,hawks are a type of animal,hawks are a type of vegetable
6606,hawk,animal,auto part,hawks are a type of animal,hawks are a type of auto part
6607,hawk,animal,clothing,hawks are a type of animal,hawks are a type of clothing
6608,hawk,animal,kitchen equipment,hawks are a type of animal,hawks are a type of kitchen equipment
6609,hawk,bird,headwear,hawks are a type of bird,hawks are a type of headwear
6610,hawk,bird,clothing,hawks are a type of bird,hawks are a type of clothing
6611,hawk,bird,women's clothing,hawks are a type of bird,hawks are a type of women's clothes
6612,hawk,bird,home decor,hawks are a type of bird,hawks are a type of home decor
6613,teacup,container,drink,teacups are a type of container,teacups are a type of drink
6614,teacup,container,jewelry,teacups are a type of container,teacups are a type of jewelry
6615,teacup,container,dessert,teacups are a type of container,teacups are a type of dessert
6616,teacup,container,school supply,teacups are a type of container,teacups are a type of school supply
6617,baklava,dessert,accessory,baklavas are a type of dessert,baklavas are a type of accessory
6618,baklava,dessert,toy,baklavas are a type of dessert,baklavas are a type of toy
6619,baklava,dessert,mammal,baklavas are a type of dessert,baklavas are a type of mammal
6620,baklava,dessert,bird,baklavas are a type of dessert,baklavas are a type of bird
6621,baklava,food,kitchen equipment,baklavas are a type of food,baklavas are a type of kitchen equipment
6622,baklava,food,fastener,baklavas are a type of food,baklavas are a type of fastener
6623,baklava,food,clothing,baklavas are a type of food,baklavas are a type of clothing
6624,baklava,food,game,baklavas are a type of food,baklavas are a type of game
6625,cake,food,office supply,cakes are a type of food,cakes are a type of office supply
6626,cake,food,medical equipment,cakes are a type of food,cakes are a type of medical equipment
6627,cake,food,condiment,cakes are a type of food,cakes are a type of condiment
6628,cake,food,school supply,cakes are a type of food,cakes are a type of school supply
6629,cake,dessert,mammal,cakes are a type of dessert,cakes are a type of mammal
6630,cake,dessert,musical instrument,cakes are a type of dessert,cakes are a type of musical instrument
6631,cake,dessert,toy,cakes are a type of dessert,cakes are a type of toy
6632,cake,dessert,medical equipment,cakes are a type of dessert,cakes are a type of medical equipment
6633,scrambled egg,food,kitchen equipment,scrambled eggs are a type of food,scrambled eggs are a type of kitchen equipment
6634,scrambled egg,food,game,scrambled eggs are a type of food,scrambled eggs are a type of game
6635,scrambled egg,food,electronic device,scrambled eggs are a type of food,scrambled eggs are a type of electronic device
6636,scrambled egg,food,sea animal,scrambled eggs are a type of food,scrambled eggs are a type of sea animal
6637,ambulance,vehicle,livestock,ambulances are a type of vehicle,ambulances are a type of livestock
6638,ambulance,vehicle,home decor,ambulances are a type of vehicle,ambulances are a type of home decor
6639,ambulance,vehicle,vegetable,ambulances are a type of vehicle,ambulances are a type of vegetable
6640,ambulance,vehicle,toy,ambulances are a type of vehicle,ambulances are a type of toy
6641,biscuit,food,fruit,biscuits are a type of food,biscuits are a type of fruit
6642,biscuit,food,home decor,biscuits are a type of food,biscuits are a type of home decor
6643,biscuit,food,vegetable,biscuits are a type of food,biscuits are a type of vegetable
6644,biscuit,food,medical equipment,biscuits are a type of food,biscuits are a type of medical equipment
6645,magnifying glass,tool,toiletry,magnifying glasses are a type of tool,magnifying glasses are a type of toiletry
6646,magnifying glass,tool,vehicle,magnifying glasses are a type of tool,magnifying glasses are a type of vehicle
6647,magnifying glass,tool,livestock,magnifying glasses are a type of tool,magnifying glasses are a type of livestock
6648,magnifying glass,tool,headwear,magnifying glasses are a type of tool,magnifying glasses are a type of headwear
6649,toaster,kitchen equipment,vegetable,toasters are a type of kitchen equipment,toasters are a type of vegetable
6650,toaster,kitchen equipment,kitchen tool,toasters are a type of kitchen equipment,toasters are a type of kitchen tool
6651,toaster,kitchen equipment,accessory,toasters are a type of kitchen equipment,toasters are a type of accessory
6652,toaster,kitchen equipment,tool,toasters are a type of kitchen equipment,toasters are a type of tool
6653,toaster,electronic device,seafood,toasters are a type of electronic device,toasters are a type of seafood
6654,toaster,electronic device,insect,toasters are a type of electronic device,toasters are a type of insect
6655,toaster,electronic device,jewelry,toasters are a type of electronic device,toasters are a type of jewelry
6656,toaster,electronic device,container,toasters are a type of electronic device,toasters are a type of container
6657,spoon,tool,insect,spoons are a type of tool,spoons are a type of insect
6658,spoon,tool,fruit,spoons are a type of tool,spoons are a type of fruit
6659,spoon,tool,weapon,spoons are a type of tool,spoons are a type of weapon
6660,spoon,tool,dessert,spoons are a type of tool,spoons are a type of dessert
6661,spoon,kitchen tool,vehicle,spoons are a type of kitchen tool,spoons are a type of vehicle
6662,spoon,kitchen tool,jewelry,spoons are a type of kitchen tool,spoons are a type of jewelry
6663,spoon,kitchen tool,seafood,spoons are a type of kitchen tool,spoons are a type of seafood
6664,spoon,kitchen tool,kitchen equipment,spoons are a type of kitchen tool,spoons are a type of kitchen equipment
6665,hot chocolate,drink,protective clothing,hot chocolate is a type of drink,hot chocolate is a type of protective clothing
6666,hot chocolate,drink,livestock,hot chocolate is a type of drink,hot chocolate is a type of livestock
6667,hot chocolate,drink,outerwear,hot chocolate is a type of drink,hot chocolate is a type of outerwear
6668,hot chocolate,drink,sea animal,hot chocolate is a type of drink,hot chocolate is a type of sea animal
6669,rack,furniture,mammal,racks are a type of furniture,racks are a type of mammal
6670,rack,furniture,office supply,racks are a type of furniture,racks are a type of office supply
6671,rack,furniture,vehicle,racks are a type of furniture,racks are a type of vehicle
6672,rack,furniture,food,racks are a type of furniture,racks are a type of food
6673,cage,container,garden tool,cages are a type of container,cages are a type of garden tool
6674,cage,container,vehicle,cages are a type of container,cages are a type of vehicle
6675,cage,container,office supply,cages are a type of container,cages are a type of office supply
6676,cage,container,outerwear,cages are a type of container,cages are a type of outerwear
6677,candlestick,home decor,animal,candlesticks are a type of home decor,candlesticks are a type of animal
6678,candlestick,home decor,candy,candlesticks are a type of home decor,candlesticks are a type of candy
6679,candlestick,home decor,game,candlesticks are a type of home decor,candlesticks are a type of game
6680,candlestick,home decor,vehicle,candlesticks are a type of home decor,candlesticks are a type of vehicle
6681,ring,jewelry,garden tool,rings are a type of jewelry,rings are a type of garden tool
6682,ring,jewelry,women's clothing,rings are a type of jewelry,rings are a type of women's clothes
6683,ring,jewelry,bird,rings are a type of jewelry,rings are a type of bird
6684,ring,jewelry,musical instrument,rings are a type of jewelry,rings are a type of musical instrument
6685,knot,fastener,plant,knots are a type of fastener,knots are a type of plant
6686,knot,fastener,women's clothing,knots are a type of fastener,knots are a type of women's clothes
6687,knot,fastener,weapon,knots are a type of fastener,knots are a type of weapon
6688,knot,fastener,game,knots are a type of fastener,knots are a type of game
6689,almond,food,sea animal,almonds are a type of food,almonds are a type of sea animal
6690,almond,food,fastener,almonds are a type of food,almonds are a type of fastener
6691,almond,food,livestock,almonds are a type of food,almonds are a type of livestock
6692,almond,food,school supply,almonds are a type of food,almonds are a type of school supply
6693,ashtray,container,protective clothing,ashtrays are a type of container,ashtrays are a type of protective clothing
6694,ashtray,container,clothing,ashtrays are a type of container,ashtrays are a type of clothing
6695,ashtray,container,medical equipment,ashtrays are a type of container,ashtrays are a type of medical equipment
6696,ashtray,container,insect,ashtrays are a type of container,ashtrays are a type of insect
6697,stew,food,tool,stew is a type of food,stew is a type of tool
6698,stew,food,home decor,stew is a type of food,stew is a type of home decor
6699,stew,food,seafood,stew is a type of food,stew is a type of seafood
6700,stew,food,electronic device,stew is a type of food,stew is a type of electronic device
6701,hood,headwear,outerwear,hoods are a type of headwear,hoods are a type of outerwear
6702,hood,headwear,toiletry,hoods are a type of headwear,hoods are a type of toiletry
6703,hood,headwear,sea animal,hoods are a type of headwear,hoods are a type of sea animal
6704,hood,headwear,toy,hoods are a type of headwear,hoods are a type of toy
6705,meat,food,candy,meat is a type of food,meat is a type of candy
6706,meat,food,condiment,meat is a type of food,meat is a type of condiment
6707,meat,food,office supply,meat is a type of food,meat is a type of office supply
6708,meat,food,toiletry,meat is a type of food,meat is a type of toiletry
6709,granola,food,medical equipment,granola is a type of food,granola is a type of medical equipment
6710,granola,food,sea animal,granola is a type of food,granola is a type of sea animal
6711,granola,food,women's clothing,granola is a type of food,granola is a type of women's clothes
6712,granola,food,fastener,granola is a type of food,granola is a type of fastener
6713,roof rack,auto part,kitchen equipment,roof racks are a type of auto part,roof racks are a type of kitchen equipment
6714,roof rack,auto part,vehicle,roof racks are a type of auto part,roof racks are a type of vehicle
6715,roof rack,auto part,women's clothing,roof racks are a type of auto part,roof racks are a type of women's clothes
6716,roof rack,auto part,fastener,roof racks are a type of auto part,roof racks are a type of fastener
6717,highchair,furniture,candy,highchairs are a type of furniture,highchairs are a type of candy
6718,highchair,furniture,dessert,highchairs are a type of furniture,highchairs are a type of dessert
6719,highchair,furniture,drink,highchairs are a type of furniture,highchairs are a type of drink
6720,highchair,furniture,seafood,highchairs are a type of furniture,highchairs are a type of seafood
6721,safety pin,fastener,vehicle,safety pins are a type of fastener,safety pins are a type of vehicle
6722,safety pin,fastener,accessory,safety pins are a type of fastener,safety pins are a type of accessory
6723,safety pin,fastener,livestock,safety pins are a type of fastener,safety pins are a type of livestock
6724,safety pin,fastener,dessert,safety pins are a type of fastener,safety pins are a type of dessert
6725,groundhog,mammal,office supply,groundhogs are a type of mammal,groundhogs are a type of office supply
6726,groundhog,mammal,electronic device,groundhogs are a type of mammal,groundhogs are a type of electronic device
6727,groundhog,mammal,kitchen equipment,groundhogs are a type of mammal,groundhogs are a type of kitchen equipment
6728,groundhog,mammal,home decor,groundhogs are a type of mammal,groundhogs are a type of home decor
6729,groundhog,animal,food,groundhogs are a type of animal,groundhogs are a type of food
6730,groundhog,animal,medical equipment,groundhogs are a type of animal,groundhogs are a type of medical equipment
